timestamp,admin,query_type,table,rows_returned,join_count,where_count,execution_time_sec,table_sensitivity,is_pii_table,hour_of_day,day_of_week,is_attack,attack_type
2024-01-01 14:28:25,admin_bob,UPDATE,customers,105,0,3,0.855,CRITICAL,True,14,0,False,
2024-01-01 14:35:37,admin_bob,UPDATE,transactions,473,0,3,1.123,CRITICAL,True,14,0,False,
2024-01-01 14:44:52,admin_bob,UPDATE,transactions,447,0,1,0.45,CRITICAL,True,14,0,False,
2024-01-01 14:51:56,admin_alice,SELECT,customers,850,0,1,0.451,CRITICAL,True,14,0,False,
2024-01-01 14:57:27,admin_bob,UPDATE,transactions,178,0,1,0.362,CRITICAL,True,14,0,False,
2024-01-01 14:58:50,admin_alice,SELECT,audit_logs,583,0,1,0.855,MEDIUM,False,14,0,False,
2024-01-01 15:13:22,admin_alice,SELECT,audit_logs,729,0,1,1.268,MEDIUM,False,15,0,False,
2024-01-01 15:29:16,admin_bob,UPDATE,audit_logs,342,0,1,0.799,MEDIUM,False,15,0,False,
2024-01-01 15:35:26,admin_bob,UPDATE,audit_logs,212,0,1,0.374,MEDIUM,False,15,0,False,
2024-01-01 15:40:51,admin_alice,SELECT,orders,277,0,2,1.03,MEDIUM,False,15,0,False,
2024-01-01 15:41:50,admin_charlie,JOIN,orders,184,2,3,2.638,MEDIUM,False,15,0,False,
2024-01-01 15:42:53,admin_bob,SELECT,customers,26,0,3,0.869,CRITICAL,True,15,0,False,
2024-01-01 15:46:34,admin_alice,JOIN,transactions,399,1,2,0.842,CRITICAL,True,15,0,False,
2024-01-01 16:03:39,admin_charlie,JOIN,customers,155,2,5,1.953,CRITICAL,True,16,0,False,
2024-01-01 16:19:27,admin_bob,INSERT,customers,387,0,1,0.576,CRITICAL,True,16,0,False,
2024-01-01 16:21:57,admin_bob,DELETE,config,326,0,3,1.396,HIGH,False,16,0,False,
2024-01-01 16:25:18,admin_bob,SELECT,audit_logs,242,0,2,0.546,MEDIUM,False,16,0,False,
2024-01-01 16:34:06,admin_bob,UPDATE,customers,60,0,1,0.204,CRITICAL,True,16,0,False,
2024-01-01 16:36:32,admin_alice,SELECT,orders,836,0,2,1.242,MEDIUM,False,16,0,False,
2024-01-01 16:55:29,admin_bob,DELETE,customers,289,0,2,0.859,CRITICAL,True,16,0,False,
2024-01-01 16:57:00,admin_bob,SELECT,config,48,0,1,0.521,HIGH,False,16,0,False,
2024-01-01 17:16:37,admin_bob,SELECT,config,470,0,3,1.434,HIGH,False,17,0,False,
2024-01-01 17:17:46,admin_bob,SELECT,transactions,401,0,1,1.053,CRITICAL,True,17,0,False,
2024-01-01 17:18:48,admin_bob,SELECT,products,76,0,1,0.413,LOW,False,17,0,False,
2024-01-01 17:19:23,admin_bob,UPDATE,audit_logs,417,0,1,0.73,MEDIUM,False,17,0,False,
2024-01-01 17:24:59,admin_alice,SELECT,customers,24,0,1,0.272,CRITICAL,True,17,0,False,
2024-01-01 17:26:33,admin_bob,SELECT,customers,448,0,1,0.694,CRITICAL,True,17,0,False,
2024-01-01 17:27:59,admin_alice,SELECT,orders,967,0,1,1.104,MEDIUM,False,17,0,False,
2024-01-01 17:46:56,admin_charlie,JOIN,customers,63,2,2,1.583,CRITICAL,True,17,0,False,
2024-01-01 17:52:01,admin_alice,SELECT,orders,437,0,1,0.985,MEDIUM,False,17,0,False,
2024-01-01 18:25:15,admin_bob,SELECT,audit_logs,462,0,1,1.183,MEDIUM,False,18,0,False,
2024-01-01 18:35:00,admin_charlie,SELECT,customers,47,0,4,0.937,CRITICAL,True,18,0,False,
2024-01-01 18:41:29,admin_bob,SELECT,customers,92,0,2,0.455,CRITICAL,True,18,0,False,
2024-01-01 18:48:24,admin_bob,DELETE,config,58,0,1,0.205,HIGH,False,18,0,False,
2024-01-01 18:57:06,admin_bob,UPDATE,audit_logs,264,0,2,0.435,MEDIUM,False,18,0,False,
2024-01-01 19:46:20,admin_bob,SELECT,orders,229,0,3,0.797,MEDIUM,False,19,0,False,
2024-01-01 19:50:38,admin_charlie,SELECT,orders,50,0,3,1.023,MEDIUM,False,19,0,False,
2024-01-01 19:50:46,admin_charlie,SELECT,customers,118,0,5,0.717,CRITICAL,True,19,0,False,
2024-01-01 20:11:50,admin_bob,SELECT,config,288,0,3,0.632,HIGH,False,20,0,False,
2024-01-01 20:34:05,admin_bob,DELETE,customers,409,0,2,1.043,CRITICAL,True,20,0,False,
2024-01-01 21:24:21,admin_bob,INSERT,audit_logs,98,0,1,0.267,MEDIUM,False,21,0,False,
2024-01-01 21:40:48,admin_bob,UPDATE,audit_logs,54,0,2,0.59,MEDIUM,False,21,0,False,
2024-01-01 21:47:15,admin_bob,INSERT,config,464,0,1,0.669,HIGH,False,21,0,False,
2024-01-01 21:48:29,admin_bob,DELETE,transactions,400,0,2,1.089,CRITICAL,True,21,0,False,
2024-01-02 07:16:09,admin_bob,UPDATE,transactions,318,0,3,0.836,CRITICAL,True,7,1,False,
2024-01-02 07:22:25,admin_bob,UPDATE,config,335,0,1,0.479,HIGH,False,7,1,False,
2024-01-02 07:49:50,admin_bob,UPDATE,config,237,0,1,0.437,HIGH,False,7,1,False,
2024-01-02 08:19:40,admin_alice,SELECT,orders,710,0,2,2.144,MEDIUM,False,8,1,False,
2024-01-02 08:24:16,admin_alice,JOIN,transactions,830,1,2,2.659,CRITICAL,True,8,1,False,
2024-01-02 08:28:42,admin_alice,SELECT,customers,58,0,1,0.341,CRITICAL,True,8,1,False,
2024-01-02 08:42:58,admin_alice,SELECT,customers,976,0,2,1.832,CRITICAL,True,8,1,False,
2024-01-02 08:51:29,admin_alice,JOIN,transactions,450,1,1,1.094,CRITICAL,True,8,1,False,
2024-01-02 09:02:44,admin_charlie,SELECT,orders,190,0,2,0.683,MEDIUM,False,9,1,False,
2024-01-02 09:09:53,admin_charlie,SELECT,customers,50,0,3,0.614,CRITICAL,True,9,1,False,
2024-01-02 09:17:58,admin_bob,INSERT,customers,152,0,3,0.633,CRITICAL,True,9,1,False,
2024-01-02 09:23:02,admin_charlie,INSERT,products,89,0,2,0.488,LOW,False,9,1,False,
2024-01-02 09:36:42,admin_bob,SELECT,transactions,39,0,3,1.347,CRITICAL,True,9,1,False,
2024-01-02 09:39:07,admin_alice,SELECT,orders,646,0,2,0.346,MEDIUM,False,9,1,False,
2024-01-02 09:45:33,admin_bob,SELECT,transactions,288,0,2,0.727,CRITICAL,True,9,1,False,
2024-01-02 09:56:23,admin_charlie,SELECT,audit_logs,61,0,2,0.6,MEDIUM,False,9,1,False,
2024-01-02 09:58:38,admin_bob,SELECT,audit_logs,477,0,2,1.651,MEDIUM,False,9,1,False,
2024-01-02 09:58:58,admin_charlie,SELECT,products,89,0,2,0.785,LOW,False,9,1,False,
2024-01-02 10:11:41,admin_charlie,INSERT,products,139,0,4,1.029,LOW,False,10,1,False,
2024-01-02 10:19:32,admin_alice,SELECT,customers,99,0,2,0.419,CRITICAL,True,10,1,False,
2024-01-02 10:23:59,admin_charlie,SELECT,products,176,0,3,1.021,LOW,False,10,1,False,
2024-01-02 10:31:12,admin_charlie,JOIN,customers,104,4,3,3.347,CRITICAL,True,10,1,False,
2024-01-02 10:51:36,admin_bob,SELECT,customers,432,0,2,1.05,CRITICAL,True,10,1,False,
2024-01-02 10:58:13,admin_alice,SELECT,customers,51,0,1,0.399,CRITICAL,True,10,1,False,
2024-01-02 11:10:57,admin_charlie,SELECT,orders,29,0,5,0.44,MEDIUM,False,11,1,False,
2024-01-02 11:14:05,admin_alice,UPDATE,transactions,956,0,2,1.06,CRITICAL,True,11,1,False,
2024-01-02 11:35:50,admin_bob,SELECT,transactions,11,0,1,0.381,CRITICAL,True,11,1,False,
2024-01-02 11:47:03,admin_alice,SELECT,orders,115,0,1,0.298,MEDIUM,False,11,1,False,
2024-01-02 11:47:05,admin_charlie,SELECT,products,63,0,5,1.918,LOW,False,11,1,False,
2024-01-02 12:05:51,admin_alice,SELECT,orders,886,0,2,0.804,MEDIUM,False,12,1,False,
2024-01-02 12:13:36,admin_charlie,SELECT,products,123,0,5,1.001,LOW,False,12,1,False,
2024-01-02 12:19:10,admin_alice,UPDATE,transactions,721,0,1,1.596,CRITICAL,True,12,1,False,
2024-01-02 12:25:45,admin_alice,SELECT,customers,840,0,2,1.289,CRITICAL,True,12,1,False,
2024-01-02 12:26:39,admin_bob,SELECT,audit_logs,455,0,2,0.91,MEDIUM,False,12,1,False,
2024-01-02 12:26:54,admin_alice,SELECT,transactions,531,0,1,0.744,CRITICAL,True,12,1,False,
2024-01-02 12:28:46,admin_alice,SELECT,orders,104,0,1,0.454,MEDIUM,False,12,1,False,
2024-01-02 12:33:54,admin_bob,UPDATE,audit_logs,312,0,1,0.888,MEDIUM,False,12,1,False,
2024-01-02 12:43:23,admin_bob,SELECT,customers,494,0,3,1.159,CRITICAL,True,12,1,False,
2024-01-02 12:55:10,admin_alice,JOIN,orders,522,1,2,2.209,MEDIUM,False,12,1,False,
2024-01-02 12:58:34,admin_charlie,SELECT,products,139,0,2,0.614,LOW,False,12,1,False,
2024-01-02 13:09:06,admin_bob,INSERT,audit_logs,403,0,1,0.898,MEDIUM,False,13,1,False,
2024-01-02 13:12:16,admin_charlie,SELECT,config,93,0,4,1.005,HIGH,False,13,1,False,
2024-01-02 13:12:30,admin_alice,SELECT,orders,166,0,2,0.832,MEDIUM,False,13,1,False,
2024-01-02 13:20:05,admin_alice,SELECT,transactions,852,0,2,1.58,CRITICAL,True,13,1,False,
2024-01-02 13:28:21,admin_charlie,UPDATE,orders,68,0,4,1.11,MEDIUM,False,13,1,False,
2024-01-02 13:33:46,admin_alice,SELECT,orders,563,0,1,0.701,MEDIUM,False,13,1,False,
2024-01-02 13:34:41,admin_bob,JOIN,audit_logs,141,0,2,0.754,MEDIUM,False,13,1,False,
2024-01-02 13:36:10,admin_alice,JOIN,orders,682,1,2,1.248,MEDIUM,False,13,1,False,
2024-01-02 13:50:03,admin_alice,SELECT,products,809,0,2,0.822,LOW,False,13,1,False,
2024-01-02 13:59:28,admin_alice,SELECT,transactions,837,0,2,1.16,CRITICAL,True,13,1,False,
2024-01-02 14:09:43,admin_alice,SELECT,customers,328,0,1,0.556,CRITICAL,True,14,1,False,
2024-01-02 14:30:20,admin_bob,INSERT,transactions,198,0,1,0.538,CRITICAL,True,14,1,False,
2024-01-02 14:36:27,admin_alice,SELECT,orders,95,0,2,0.555,MEDIUM,False,14,1,False,
2024-01-02 14:45:42,admin_alice,SELECT,transactions,815,0,1,0.824,CRITICAL,True,14,1,False,
2024-01-02 14:48:03,admin_bob,INSERT,config,161,0,1,0.274,HIGH,False,14,1,False,
2024-01-02 14:49:58,admin_bob,DELETE,config,372,0,3,1.27,HIGH,False,14,1,False,
2024-01-02 14:50:39,admin_alice,SELECT,customers,146,0,2,0.45,CRITICAL,True,14,1,False,
2024-01-02 14:50:58,admin_alice,SELECT,transactions,294,0,1,0.605,CRITICAL,True,14,1,False,
2024-01-02 14:52:50,admin_charlie,SELECT,orders,57,0,3,0.607,MEDIUM,False,14,1,False,
2024-01-02 15:01:44,admin_alice,SELECT,orders,16,0,1,0.321,MEDIUM,False,15,1,False,
2024-01-02 15:08:39,admin_bob,INSERT,customers,104,0,2,1.02,CRITICAL,True,15,1,False,
2024-01-02 15:18:17,admin_alice,SELECT,transactions,203,0,2,0.265,CRITICAL,True,15,1,False,
2024-01-02 15:30:17,admin_charlie,INSERT,audit_logs,12,0,4,0.684,MEDIUM,False,15,1,False,
2024-01-02 15:38:34,admin_bob,INSERT,transactions,435,0,2,1.211,CRITICAL,True,15,1,False,
2024-01-02 15:46:36,admin_bob,SELECT,customers,264,0,2,1.05,CRITICAL,True,15,1,False,
2024-01-02 15:50:38,admin_alice,SELECT,products,977,0,2,1.627,LOW,False,15,1,False,
2024-01-02 15:54:02,admin_bob,SELECT,audit_logs,328,0,2,1.082,MEDIUM,False,15,1,False,
2024-01-02 15:54:08,admin_alice,SELECT,customers,557,0,2,0.981,CRITICAL,True,15,1,False,
2024-01-02 16:01:14,admin_alice,SELECT,customers,309,0,1,0.506,CRITICAL,True,16,1,False,
2024-01-02 16:11:22,admin_bob,SELECT,customers,313,0,3,1.231,CRITICAL,True,16,1,False,
2024-01-02 16:16:08,admin_alice,SELECT,orders,428,0,2,0.772,MEDIUM,False,16,1,False,
2024-01-02 16:16:12,admin_alice,SELECT,orders,242,0,1,0.96,MEDIUM,False,16,1,False,
2024-01-02 16:25:10,admin_alice,JOIN,orders,427,1,1,0.618,MEDIUM,False,16,1,False,
2024-01-02 16:35:46,admin_bob,SELECT,customers,337,0,2,0.716,CRITICAL,True,16,1,False,
2024-01-02 17:05:17,admin_bob,UPDATE,customers,422,0,2,1.477,CRITICAL,True,17,1,False,
2024-01-02 17:08:53,admin_alice,SELECT,customers,735,0,1,0.728,CRITICAL,True,17,1,False,
2024-01-02 17:09:29,admin_charlie,SELECT,products,65,0,3,0.682,LOW,False,17,1,False,
2024-01-02 17:25:40,admin_bob,DELETE,config,16,0,3,0.874,HIGH,False,17,1,False,
2024-01-02 17:45:03,admin_bob,SELECT,transactions,215,0,1,0.45,CRITICAL,True,17,1,False,
2024-01-02 17:45:42,admin_alice,SELECT,transactions,219,0,1,0.654,CRITICAL,True,17,1,False,
2024-01-02 17:48:57,admin_charlie,JOIN,products,54,4,4,4.213,LOW,False,17,1,False,
2024-01-02 18:02:55,admin_charlie,JOIN,products,33,3,5,3.1,LOW,False,18,1,False,
2024-01-02 18:19:04,admin_bob,SELECT,audit_logs,226,0,1,0.559,MEDIUM,False,18,1,False,
2024-01-02 18:35:26,admin_charlie,JOIN,customers,45,3,2,1.818,CRITICAL,True,18,1,False,
2024-01-02 18:57:45,admin_bob,SELECT,customers,193,0,3,1.109,CRITICAL,True,18,1,False,
2024-01-02 19:59:05,admin_charlie,DELETE,products,62,0,2,0.537,LOW,False,19,1,False,
2024-01-02 21:04:19,admin_bob,SELECT,products,471,0,3,1.106,LOW,False,21,1,False,
2024-01-03 08:12:51,admin_alice,SELECT,transactions,880,0,2,1.396,CRITICAL,True,8,2,False,
2024-01-03 08:23:18,admin_bob,DELETE,audit_logs,146,0,3,0.668,MEDIUM,False,8,2,False,
2024-01-03 08:28:56,admin_bob,UPDATE,customers,178,0,3,0.649,CRITICAL,True,8,2,False,
2024-01-03 08:37:45,admin_bob,DELETE,config,82,0,1,0.345,HIGH,False,8,2,False,
2024-01-03 08:43:58,admin_bob,UPDATE,products,336,0,3,1.215,LOW,False,8,2,False,
2024-01-03 09:03:25,admin_bob,SELECT,audit_logs,494,0,1,0.532,MEDIUM,False,9,2,False,
2024-01-03 09:05:17,admin_alice,SELECT,customers,68,0,1,0.605,CRITICAL,True,9,2,False,
2024-01-03 09:08:36,admin_alice,JOIN,orders,44,1,2,1.104,MEDIUM,False,9,2,False,
2024-01-03 09:12:20,admin_charlie,INSERT,products,82,0,2,0.579,LOW,False,9,2,False,
2024-01-03 09:14:43,admin_alice,SELECT,config,994,0,1,1.925,HIGH,False,9,2,False,
2024-01-03 09:35:05,admin_alice,SELECT,transactions,255,0,1,0.549,CRITICAL,True,9,2,False,
2024-01-03 10:07:20,admin_charlie,SELECT,products,188,0,5,1.261,LOW,False,10,2,False,
2024-01-03 10:09:32,admin_bob,SELECT,audit_logs,483,0,2,1.711,MEDIUM,False,10,2,False,
2024-01-03 10:12:40,admin_alice,SELECT,customers,84,0,2,0.665,CRITICAL,True,10,2,False,
2024-01-03 10:30:55,admin_charlie,SELECT,products,99,0,2,0.333,LOW,False,10,2,False,
2024-01-03 10:44:01,admin_charlie,SELECT,products,193,0,4,0.912,LOW,False,10,2,False,
2024-01-03 10:44:17,admin_alice,SELECT,orders,803,0,2,1.951,MEDIUM,False,10,2,False,
2024-01-03 10:57:18,admin_alice,UPDATE,customers,640,0,1,0.933,CRITICAL,True,10,2,False,
2024-01-03 10:59:22,admin_charlie,SELECT,customers,162,0,3,0.842,CRITICAL,True,10,2,False,
2024-01-03 11:00:54,admin_bob,UPDATE,audit_logs,495,0,2,1.235,MEDIUM,False,11,2,False,
2024-01-03 11:06:26,admin_charlie,SELECT,audit_logs,86,0,2,0.581,MEDIUM,False,11,2,False,
2024-01-03 11:07:37,admin_bob,UPDATE,transactions,381,0,2,1.205,CRITICAL,True,11,2,False,
2024-01-03 11:18:59,admin_bob,UPDATE,transactions,497,0,3,0.607,CRITICAL,True,11,2,False,
2024-01-03 11:21:10,admin_alice,SELECT,orders,449,0,2,1.114,MEDIUM,False,11,2,False,
2024-01-03 11:47:04,admin_bob,UPDATE,config,498,0,2,0.656,HIGH,False,11,2,False,
2024-01-03 11:48:59,admin_charlie,JOIN,customers,117,3,3,2.72,CRITICAL,True,11,2,False,
2024-01-03 11:59:14,admin_bob,SELECT,orders,277,0,1,0.446,MEDIUM,False,11,2,False,
2024-01-03 12:17:28,admin_charlie,SELECT,products,43,0,3,0.851,LOW,False,12,2,False,
2024-01-03 12:17:29,admin_alice,SELECT,orders,175,0,2,0.921,MEDIUM,False,12,2,False,
2024-01-03 12:33:51,admin_charlie,SELECT,customers,180,0,2,0.98,CRITICAL,True,12,2,False,
2024-01-03 12:35:59,admin_charlie,INSERT,products,116,0,4,1.294,LOW,False,12,2,False,
2024-01-03 12:46:15,admin_alice,JOIN,products,962,1,1,1.738,LOW,False,12,2,False,
2024-01-03 12:47:36,admin_bob,UPDATE,transactions,11,0,2,0.221,CRITICAL,True,12,2,False,
2024-01-03 13:14:33,admin_alice,SELECT,customers,801,0,2,1.396,CRITICAL,True,13,2,False,
2024-01-03 13:25:42,admin_bob,UPDATE,audit_logs,26,0,3,0.461,MEDIUM,False,13,2,False,
2024-01-03 13:40:07,admin_alice,SELECT,customers,410,0,2,1.113,CRITICAL,True,13,2,False,
2024-01-03 13:43:01,admin_bob,SELECT,config,116,0,2,0.392,HIGH,False,13,2,False,
2024-01-03 13:51:41,admin_charlie,SELECT,orders,82,0,2,0.742,MEDIUM,False,13,2,False,
2024-01-03 13:52:52,admin_alice,SELECT,customers,730,0,2,1.225,CRITICAL,True,13,2,False,
2024-01-03 14:02:15,admin_charlie,SELECT,audit_logs,163,0,3,0.788,MEDIUM,False,14,2,False,
2024-01-03 14:02:28,admin_alice,SELECT,transactions,908,0,2,0.36,CRITICAL,True,14,2,False,
2024-01-03 14:10:19,admin_alice,SELECT,transactions,419,0,1,0.806,CRITICAL,True,14,2,False,
2024-01-03 14:15:41,admin_bob,UPDATE,audit_logs,77,0,2,0.554,MEDIUM,False,14,2,False,
2024-01-03 14:17:07,admin_charlie,JOIN,orders,142,2,4,2.209,MEDIUM,False,14,2,False,
2024-01-03 14:45:51,admin_charlie,SELECT,products,141,0,2,0.798,LOW,False,14,2,False,
2024-01-03 14:48:11,admin_bob,SELECT,transactions,289,0,1,0.702,CRITICAL,True,14,2,False,
2024-01-03 15:13:12,admin_bob,UPDATE,config,320,0,3,1.532,HIGH,False,15,2,False,
2024-01-03 15:15:11,admin_charlie,SELECT,customers,144,0,3,0.383,CRITICAL,True,15,2,False,
2024-01-03 15:22:18,admin_bob,DELETE,config,310,0,3,0.623,HIGH,False,15,2,False,
2024-01-03 15:27:46,admin_alice,JOIN,customers,925,1,2,2.485,CRITICAL,True,15,2,False,
2024-01-03 15:27:50,admin_charlie,SELECT,orders,65,0,2,0.455,MEDIUM,False,15,2,False,
2024-01-03 15:35:44,admin_alice,SELECT,transactions,716,0,2,1.244,CRITICAL,True,15,2,False,
2024-01-03 15:38:03,admin_bob,SELECT,orders,5,0,3,0.555,MEDIUM,False,15,2,False,
2024-01-03 15:49:48,admin_alice,SELECT,transactions,126,0,2,0.829,CRITICAL,True,15,2,False,
2024-01-03 16:07:47,admin_bob,INSERT,audit_logs,154,0,1,0.361,MEDIUM,False,16,2,False,
2024-01-03 16:08:14,admin_bob,UPDATE,audit_logs,170,0,1,0.575,MEDIUM,False,16,2,False,
2024-01-03 16:19:52,admin_bob,SELECT,config,482,0,1,0.572,HIGH,False,16,2,False,
2024-01-03 16:29:13,admin_alice,SELECT,customers,687,0,2,0.923,CRITICAL,True,16,2,False,
2024-01-03 16:41:55,admin_bob,JOIN,customers,310,0,1,0.697,CRITICAL,True,16,2,False,
2024-01-03 16:45:31,admin_alice,SELECT,customers,723,0,2,0.901,CRITICAL,True,16,2,False,
2024-01-03 16:49:11,admin_alice,JOIN,transactions,93,1,2,1.547,CRITICAL,True,16,2,False,
2024-01-03 16:53:19,admin_alice,SELECT,orders,213,0,1,0.622,MEDIUM,False,16,2,False,
2024-01-03 16:53:38,admin_bob,INSERT,transactions,188,0,2,0.878,CRITICAL,True,16,2,False,
2024-01-03 16:53:59,admin_alice,SELECT,orders,994,0,2,0.976,MEDIUM,False,16,2,False,
2024-01-03 16:56:27,admin_alice,SELECT,orders,458,0,2,1.05,MEDIUM,False,16,2,False,
2024-01-03 17:11:29,admin_alice,SELECT,orders,981,0,1,0.788,MEDIUM,False,17,2,False,
2024-01-03 17:13:10,admin_alice,SELECT,customers,546,0,1,1.4,CRITICAL,True,17,2,False,
2024-01-03 17:23:19,admin_alice,SELECT,transactions,541,0,2,1.006,CRITICAL,True,17,2,False,
2024-01-03 17:27:45,admin_charlie,SELECT,products,4,0,5,0.596,LOW,False,17,2,False,
2024-01-03 17:43:13,admin_alice,UPDATE,customers,943,0,1,0.669,CRITICAL,True,17,2,False,
2024-01-03 17:49:14,admin_alice,SELECT,customers,881,0,1,1.784,CRITICAL,True,17,2,False,
2024-01-03 17:50:34,admin_alice,SELECT,orders,362,0,1,0.879,MEDIUM,False,17,2,False,
2024-01-03 18:03:17,admin_charlie,SELECT,products,143,0,3,1.049,LOW,False,18,2,False,
2024-01-03 18:04:33,admin_bob,UPDATE,transactions,271,0,3,1.169,CRITICAL,True,18,2,False,
2024-01-03 18:35:04,admin_charlie,SELECT,products,55,0,5,0.616,LOW,False,18,2,False,
2024-01-03 18:37:25,admin_bob,UPDATE,config,330,0,2,0.27,HIGH,False,18,2,False,
2024-01-03 19:01:34,admin_charlie,SELECT,transactions,25,0,3,0.72,CRITICAL,True,19,2,False,
2024-01-03 19:03:47,admin_bob,UPDATE,audit_logs,239,0,3,0.86,MEDIUM,False,19,2,False,
2024-01-03 19:20:53,admin_charlie,JOIN,customers,58,4,2,2.424,CRITICAL,True,19,2,False,
2024-01-03 20:44:51,admin_bob,INSERT,customers,8,0,2,0.569,CRITICAL,True,20,2,False,
2024-01-03 21:08:32,admin_bob,SELECT,customers,245,0,1,0.446,CRITICAL,True,21,2,False,
2024-01-03 21:43:09,admin_bob,INSERT,customers,312,0,1,0.583,CRITICAL,True,21,2,False,
